Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Break_Out_Category,Break_Out,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,CategoryId,TopicId,IndicatorID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,75.1,,,71.6,78.3,C2,T12,NH501,BOC02,GEN01,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,71.3,,,68.7,73.9,C2,T12,NH501,BOC02,GEN02,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,73.2,,,70.6,75.5,C2,T12,NH501,BOC01,OVR01,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,73.8,,,70.6,76.7,C2,T12,NH501,BOC04,RAC01,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,77.9,,,74.7,80.7,C2,T12,NH501,BOC04,RAC02,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T12,NH501,BOC04,RAC03,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,76.4,,,73,79.4,C2,T12,NH501,BOC04,RAC04,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,52.3,,,40.9,63.5,C2,T12,NH501,BOC04,RAC07,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,81.2,,,73.7,87,C2,T12,NH501,BOC03,AGE02,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,76.2,,,72.6,79.4,C2,T12,NH501,BOC03,AGE04,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,66.9,,,63.7,69.9,C2,T12,NH501,BOC03,AGE05,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,58.4,,,54,62.6,C2,T12,NH501,BOC03,AGE06,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,67.2,,,64.5,69.8,C2,T12,NH501,BOC03,AGE07,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,59,,,54.9,63,C2,T12,NH501,BOC03,AGE08,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,74.4,,,70.6,77.9,C2,T12,NH501,BOC02,GEN01,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,66.2,,,62.9,69.4,C2,T12,NH501,BOC02,GEN02,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,70.2,,,67.3,72.9,C2,T12,NH501,BOC01,OVR01,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,70.6,,,67.2,73.7,C2,T12,NH501,BOC04,RAC01,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,74.4,,,69.7,78.5,C2,T12,NH501,BOC04,RAC02,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T12,NH501,BOC04,RAC03,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,74.8,,,71.1,78.2,C2,T12,NH501,BOC04,RAC04,00,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,52.6,,,42.3,62.7,C2,T12,NH501,BOC04,RAC07,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,85.3,,,81.1,88.6,C2,T12,NH501,BOC03,AGE02,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,78.5,,,74.4,82.1,C2,T12,NH501,BOC03,AGE04,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,69.1,,,65.2,72.7,C2,T12,NH501,BOC03,AGE05,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,57.4,,,52.2,62.5,C2,T12,NH501,BOC03,AGE06,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,68.6,,,64.5,72.4,C2,T12,NH501,BOC03,AGE07,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,56.7,,,50.9,62.3,C2,T12,NH501,BOC03,AGE08,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,74.8,,,72.3,77.1,C2,T12,NH501,BOC02,GEN01,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,69.4,,,64.6,73.9,C2,T12,NH501,BOC02,GEN02,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,72.1,,,68.7,75.2,C2,T12,NH501,BOC01,OVR01,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,73.5,,,69.3,77.4,C2,T12,NH501,BOC04,RAC01,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,73,,,68,77.4,C2,T12,NH501,BOC04,RAC02,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,48.3,,,43.6,53,C2,T12,NH501,BOC04,RAC03,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,77.7,,,72,82.6,C2,T12,NH501,BOC04,RAC04,00,
2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,56.5,,,50.4,62.5,C2,T12,NH501,BOC04,RAC07,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T12,NH503,BOC03,AGE02,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T12,NH503,BOC03,AGE04,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,0.7,,,0.2,2,C2,T12,NH503,BOC03,AGE05,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,1.5,,,0.7,3.1,C2,T12,NH503,BOC03,AGE06,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,0.7,,,0.3,1.6,C2,T12,NH503,BOC03,AGE07,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,1.8,,,0.8,4.2,C2,T12,NH503,BOC03,AGE08,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,0.5,,,0.2,1.3,C2,T12,NH503,BOC02,GEN01,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,0.5,,,0.2,1.1,C2,T12,NH503,BOC02,GEN02,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,0.5,,,0.2,1.1,C2,T12,NH503,BOC01,OVR01,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,0.5,,,0.3,1.1,C2,T12,NH503,BOC04,RAC01,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,0.2,,,0,1.1,C2,T12,NH503,BOC04,RAC02,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T12,NH503,BOC04,RAC03,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,0.1,,,0,0.7,C2,T12,NH503,BOC04,RAC04,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,0.4,,,0.2,0.9,C2,T12,NH503,BOC02,GEN01,00,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T12,NH503,BOC04,RAC07,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,0.8,,,0.1,5.4,C2,T12,NH503,BOC03,AGE02,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,C2,T12,NH503,BOC03,AGE04,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,0.4,,,0.1,1.1,C2,T12,NH503,BOC03,AGE05,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,1,,,0.4,2.5,C2,T12,NH503,BOC03,AGE06,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,0.4,,,0.2,0.9,C2,T12,NH503,BOC03,AGE07,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,0.6,,,0.2,2.5,C2,T12,NH503,BOC03,AGE08,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Gender,Male,Percentage,%,0.3,,,0.2,0.5,C2,T12,NH503,BOC02,GEN01,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,0.4,,,0.2,1,C2,T12,NH503,BOC02,GEN02,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,0.4,,,0.2,0.7,C2,T12,NH503,BOC01,OVR01,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,0.3,,,0.2,0.6,C2,T12,NH503,BOC04,RAC01,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,0.2,,,0,1.4,C2,T12,NH503,BOC04,RAC02,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Asian,Percentage,%,,-,Data not available,,,C2,T12,NH503,BOC04,RAC03,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Hispanic,Percentage,%,0.1,,,0,0.7,C2,T12,NH503,BOC04,RAC04,00,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Other,Percentage,%,3.3,,,1.2,8.7,C2,T12,NH503,BOC04,RAC07,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,20-24,Percentage,%,1.4,,,0.3,5.7,C2,T12,NH503,BOC03,AGE02,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,25-44,Percentage,%,0,,,0,0.2,C2,T12,NH503,BOC03,AGE04,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,45-64,Percentage,%,0.8,,,0.3,2,C2,T12,NH503,BOC03,AGE05,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,65+,Percentage,%,0.9,,,0.5,1.5,C2,T12,NH503,BOC03,AGE06,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,35+,Percentage,%,0.6,,,0.3,1.1,C2,T12,NH503,BOC03,AGE07,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Age,75+,Percentage,%,1,,,0.5,2.3,C2,T12,NH503,BOC03,AGE08,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Gender,Female,Percentage,%,0.8,,,0.4,1.6,C2,T12,NH503,BOC02,GEN02,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Overall,Overall,Percentage,%,0.6,,,0.3,1,C2,T12,NH503,BOC01,OVR01,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic White,Percentage,%,0.5,,,0.2,1.1,C2,T12,NH503,BOC04,RAC01,00,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+) (Percentage); NHANES,Race,Non-Hispanic Black,Percentage,%,0.1,,,0.1,0.4,C2,T12,NH503,BOC04,RAC02,00,
